Element,Incentive 1,Incentive 2,Incentive 3,Incentive 4,Incentive 5,Incentive 6,Incentive 7,Incentive 8,Incentive 9,Incentive 10,Incentive 11,Incentive 12,Incentive 13,Incentive 14,Incentive 15,Incentive 16,Incentive 17,Incentive 18,Incentive 19,Incentive 20,Incentive 21,Incentive 22,Incentive 23,Incentive 24
1236,-0.092536313,-0.074196157,-0.003354697,-0.009010381,3.73E-14,-0.092536313,6.81E-13,6.81E-13,-0.056729222,-0.04232047,-0.025762972,-0.025762972,-0.076000289,-0.085392213,-0.007565629,-0.061506553,-0.034204477,-0.0656802,0.000398561,-0.346387617,-2.22E-12,-2.22E-12,-0.085392213,-0.537622332
1237,-1.451124482,-1.163520106,-0.02352259,-0.066056581,-1.49E-11,-1.451124482,-1.66E-11,-1.66E-11,-0.295567413,-0.0445705,-0.095478074,-0.13161101,-0.438253,-0.297136667,-0.015434802,-0.58337422,-0.036085459,-0.36286071,-0.000795651,-0.9003241,-1.67E-11,-1.67E-11,-0.356564,-0.116484167
1238,-0.79138875,-0.634540133,-0.017355714,-0.043870093,-4.68E-12,-0.79138875,-2.18E-12,-2.18E-12,-0.231746588,-0.046321987,-0.099230077,-0.105012934,-0.367196005,-0.301622016,-0.016041344,-0.465476547,-0.037503509,-0.307746512,-0.000826917,-0.872497413,-1.66E-11,-1.66E-11,-0.347772778,-0.281126469
1239,-0.265631218,-0.212984666,-0.00791059,-0.020651271,2.12E-13,-0.265631218,-2.70E-12,-2.70E-12,-0.067469541,-0.041326664,-0.03684214,-0.03684214,-0.085416003,-0.094220975,-0.011628323,-0.17655837,-0.033868922,-0.071860335,-0.00077053,-0.494093269,2.08E-13,2.08E-13,-0.094220975,-0.472950817
1240,-0.862557225,-0.691603433,-0.023336681,-0.063043055,1.89E-12,-0.862557225,6.69E-12,6.69E-12,-0.134053783,-0.043314725,-0.080620518,-0.070646324,-0.16774521,-0.182482798,-0.014999926,-0.33171651,-0.03506875,-0.139811412,-0.000773233,-0.703835803,-2.94E-12,-2.94E-12,-0.182482798,-0.335754825
1241,-0.277731578,-0.222602229,-0.01012734,-0.026420265,1.77E-12,-0.277731578,1.77E-12,1.77E-12,-0.103219956,-0.045458819,-0.055977721,-0.048463707,-0.150110847,-0.167085993,-0.009306356,-0.184458079,-0.03638034,-0.130675497,-0.000699685,-0.396826671,1.77E-12,1.77E-12,-0.167085993,-0.579846315
1242,-0.255663613,-0.204992582,-0.003937213,-0.010518902,-3.55E-14,-0.255663613,1.69E-13,1.69E-13,-0.223612043,-0.045323026,-0.097090122,-0.133868782,-0.266665385,-0.274984262,-0.015695403,-0.169933154,-0.036694724,-0.220274513,-0.000809084,-0.915525132,-6.98E-13,-6.98E-13,-0.287725336,-0.130905895
1243,-0.530688054,-0.425508789,-0.009906232,-0.025065312,-3.45E-12,-0.530688054,-5.82E-12,-5.82E-12,-0.119010674,-0.045152685,-0.073022925,-0.073022925,-0.144042058,-0.156362424,-0.015636413,-0.352734962,-0.036556811,-0.118772476,-0.000806043,-0.874777949,-1.04E-11,-1.04E-11,-0.156362424,-0.278032551
1244,-0.278763277,-0.223514028,-0.004914894,-0.013012034,7.86E-14,-0.278763277,1.58E-12,1.58E-12,-0.271848868,-0.049438466,-0.105906137,-0.129109527,-0.351310225,-0.318498354,-0.017120583,-0.185286918,-0.040026693,-0.293031069,-0.000882551,-0.957097679,8.28E-12,8.28E-12,-0.356799749,-0.232062456
1245,-0.273492781,-0.219288113,-0.006044613,-0.017089563,-4.94E-12,-0.273492781,-5.34E-12,-5.34E-12,-0.160064978,-0.041980398,-0.083611268,-0.084666507,-0.202115261,-0.213785597,-0.014537848,-0.181783753,-0.033988443,-0.169697812,-0.000749413,-0.675599847,3.45E-12,3.45E-12,-0.220055162,-0.39756779
1246,-0.22319356,-0.178957903,-0.00419223,-0.010841951,-1.14E-11,-0.22319356,-9.56E-12,-9.56E-12,-0.245915519,-0.04524184,-0.096916207,-0.118932021,-0.313516862,-0.289309368,-0.015667288,-0.148351129,-0.036628994,-0.261544957,-0.000807635,-0.874180409,-7.36E-12,-7.36E-12,-0.320622074,-0.231119161
1247,-0.705863958,-0.565965854,-0.017590875,-0.04501412,4.43E-13,-0.705863958,2.47E-12,2.47E-12,-0.113865122,-0.044506681,-0.068692095,-0.068692095,-0.138756304,-0.150974976,-0.015412702,-0.388847155,-0.036033789,-0.115068473,-0.000794511,-0.775470399,6.54E-12,6.54E-12,-0.150974976,-0.329889159
1248,-0.508811896,-0.397797867,-0.017161657,-0.045432524,-1.35E-13,-0.508811896,-2.47E-13,-2.47E-13,-0.110152129,-0.045733109,-0.066389095,-0.054164182,-0.154439595,-0.169911622,-0.014772101,-0.280152487,-0.037026738,-0.131610711,-0.000816405,-0.510658212,-2.46E-13,-2.46E-13,-0.169911622,-0.497789098
1249,-0.097580881,-0.078240921,-0.003054413,-0.007921931,1.13E-11,-0.097580881,1.16E-11,1.16E-11,-0.125294955,-0.051734921,-0.071032462,-0.063104224,-0.171239851,-0.189042767,-0.014795425,-0.06485955,-0.042458805,-0.147081892,-0.000969558,-0.555660387,1.13E-11,1.13E-11,-0.189042767,-0.59702417
1250,-0.74564071,-0.597859087,-0.020302858,-0.058230018,4.12E-12,-0.74564071,3.63E-12,3.63E-12,-0.070939786,-0.038021195,-0.041609067,-0.041609067,-0.087461034,-0.095592016,-0.013164291,-0.298056125,-0.030782968,-0.072619602,-0.000678736,-0.599517873,6.58E-12,6.58E-12,-0.095592016,-0.349912483
1251,-0.263065854,-0.208131513,-0.008977584,-0.025500467,7.31E-11,-0.263065854,7.30E-11,7.30E-11,-0.074095396,-0.041441779,-0.038605279,-0.037214466,-0.098876138,-0.110734737,-0.009935625,-0.170122289,-0.033530065,-0.084754876,-0.000822688,-0.421591749,7.30E-11,7.30E-11,-0.110734737,-0.505527444
1252,-0.471963648,-0.378423216,-0.012897926,-0.034032295,1.14E-13,-0.471963648,-1.82E-12,-1.82E-12,-0.197142689,-0.048829695,-0.104602042,-0.091336062,-0.330578403,-0.29834403,-0.016909765,-0.313702331,-0.039533816,-0.280539297,-0.000871684,-0.786336637,-1.31E-11,-1.31E-11,-0.329371737,-0.411661606
1253,-0.365420563,-0.292996347,-0.010321522,-0.026341981,1.35E-12,-0.365420563,9.73E-12,9.73E-12,-0.160041408,-0.050531619,-0.094011567,-0.079137612,-0.215259182,-0.234382737,-0.017499143,-0.24288583,-0.040911738,-0.181963287,-0.000902066,-0.667163726,1.43E-11,1.43E-11,-0.234876837,-0.461414554
1254,-0.489872147,-0.387491871,-0.018353989,-0.050085068,8.12E-13,-0.489872147,4.78E-13,4.78E-13,-0.090650656,-0.043484414,-0.054845073,-0.043474144,-0.132690427,-0.146632507,-0.012017799,-0.244037809,-0.035582629,-0.113838915,-0.000824807,-0.428156497,4.78E-13,4.78E-13,-0.146632507,-0.485375109
1255,-0.185344336,-0.148610174,-0.003430728,-0.008788384,2.28E-12,-0.185344336,2.60E-12,2.60E-12,-0.156715732,-0.045044709,-0.09087826,-0.097085361,-0.18884165,-0.204589231,-0.015599021,-0.123193705,-0.036469391,-0.156213738,-0.000804116,-0.87363489,2.25E-12,2.25E-12,-0.204589231,-0.247167283
1256,-0.437970821,-0.344748404,-0.015521584,-0.041224849,4.00E-12,-0.437970821,4.25E-12,4.25E-12,-0.063890888,-0.039766821,-0.03357009,-0.03357009,-0.081936675,-0.090767829,-0.010290906,-0.247251767,-0.032364933,-0.069450598,-0.000766111,-0.422515446,4.25E-12,4.25E-12,-0.090767829,-0.471476728
1257,-0.250256153,-0.200656849,-0.004278153,-0.012297289,3.36E-11,-0.250256153,3.42E-11,3.42E-11,-0.213082772,-0.040094467,-0.085889603,-0.110299791,-0.261434414,-0.251112607,-0.013884748,-0.166338952,-0.032461544,-0.217597208,-0.000715747,-0.777714738,3.47E-11,3.47E-11,-0.273051136,-0.229831469
1258,-0.684411719,-0.548765323,-0.017615767,-0.050000481,1.40E-12,-0.684411719,-7.49E-12,-7.49E-12,-0.043299685,-0.038651827,-0.025393263,-0.025393263,-0.053415593,-0.058415769,-0.010938046,-0.327728472,-0.031747225,-0.044135248,-0.000709874,-0.653434216,-2.52E-12,-2.52E-12,-0.058415769,-0.34959053
1259,-0.15222697,-0.122056476,-0.004229904,-0.011080554,2.34E-12,-0.15222697,9.49E-13,9.49E-13,-0.040069674,-0.038997208,-0.021841924,-0.021841924,-0.050808937,-0.056106915,-0.008655465,-0.101181427,-0.032205161,-0.042495149,-0.000763516,-0.509029213,2.38E-12,2.38E-12,-0.056106915,-0.462377936
1260,-0.505389757,-0.405224466,-0.00953709,-0.026772535,-5.73E-12,-0.505389757,-5.84E-12,-5.84E-12,-0.246766624,-0.043034564,-0.092187821,-0.111427334,-0.390861006,-0.285651489,-0.014902906,-0.335919822,-0.034841924,-0.328131744,-0.000768232,-0.839079453,-4.17E-12,-4.17E-12,-0.335061705,-0.262099005
1261,-0.754837921,-0.605233465,-0.021457906,-0.05412588,-2.71E-12,-0.754837921,1.30E-11,1.30E-11,-0.199358094,-0.053862878,-0.115384028,-0.09134744,-0.329988459,-0.320141346,-0.018652761,-0.404903373,-0.043608814,-0.278257086,-0.000961534,-0.880308719,-2.31E-11,-2.31E-11,-0.344849826,-0.374696583
1262,-0.515368521,-0.413225497,-0.012250017,-0.032275084,1.53E-12,-0.515368521,-9.46E-12,-9.46E-12,-0.151933322,-0.041192299,-0.082257111,-0.082950862,-0.18816119,-0.204552134,-0.014264928,-0.342552455,-0.033350377,-0.157158349,-0.000735345,-0.702586818,4.25E-12,4.25E-12,-0.20469521,-0.364628643
1263,-0.336435247,-0.269755751,-0.006354794,-0.016421257,3.68E-11,-0.336435247,3.62E-11,3.62E-11,-0.21539617,-0.047151888,-0.101007874,-0.119845064,-0.260125032,-0.270119826,-0.016328739,-0.223620022,-0.038175419,-0.216167447,-0.000841732,-0.924127613,3.75E-11,3.75E-11,-0.28147229,-0.291733058
1264,-0.249868385,-0.199638003,-0.008236026,-0.022668577,2.34E-12,-0.249868385,2.34E-12,2.34E-12,-0.063166259,-0.037086412,-0.029010524,-0.029010524,-0.084109281,-0.094263852,-0.007784689,-0.164883462,-0.029108598,-0.071765107,-0.000728591,-0.344497701,2.34E-12,2.34E-12,-0.094263852,-0.501997521
1265,-0.643857244,-0.516248508,-0.011629058,-0.0304075,-7.68E-12,-0.643857244,-7.91E-12,-7.91E-12,-0.081067429,-0.045028454,-0.05002487,-0.05002487,-0.097910362,-0.106229549,-0.015593392,-0.427955668,-0.03645623,-0.080334423,-0.000803826,-0.885093212,-2.82E-11,-2.82E-11,-0.106229549,-0.207272345
1266,-0.836576423,-0.670771875,-0.026406428,-0.065743644,-6.47E-13,-0.836576423,1.39E-11,1.39E-11,-0.142697159,-0.046061604,-0.087772098,-0.069333978,-0.192944189,-0.210105032,-0.015951173,-0.319060534,-0.037292696,-0.161773863,-0.000822269,-0.653490043,-3.23E-12,-3.23E-12,-0.210105032,-0.37736441
1267,-1.022394635,-0.819762005,-0.027029807,-0.076699634,-4.21E-12,-1.022394635,-1.71E-12,-1.71E-12,-0.183252968,-0.04675689,-0.100161716,-0.082594381,-0.324227215,-0.29353287,-0.016191951,-0.366104879,-0.037855618,-0.272937393,-0.000834681,-0.834771807,-5.62E-12,-5.62E-12,-0.325444707,-0.347945135
1268,-0.53868651,-0.431921998,-0.011748455,-0.030341903,3.68E-12,-0.53868651,1.34E-11,1.34E-11,-0.030838351,-0.038226076,-0.018472989,-0.018472989,-0.037726729,-0.041140189,-0.008131054,-0.358051334,-0.032721679,-0.030983881,-0.0007693,-0.774653449,-2.09E-11,-2.09E-11,-0.041140189,-0.299272401
1269,-0.092935312,-0.074516078,-0.002310653,-0.006035413,1.82E-12,-0.092935312,3.84E-12,3.84E-12,-0.062625781,-0.043518575,-0.035412822,-0.035412822,-0.078313426,-0.086034862,-0.012672249,-0.061771758,-0.035772554,-0.065351553,-0.000798587,-0.591923184,4.70E-12,4.70E-12,-0.086034862,-0.447372241
1270,-0.510454658,-0.402425486,-0.017503862,-0.047444142,2.71E-11,-0.510454658,2.72E-11,2.72E-11,-0.106017146,-0.045578355,-0.065225336,-0.050916625,-0.157317243,-0.173506209,-0.013548498,-0.271929481,-0.03753513,-0.13497336,-0.000840614,-0.4948008,2.72E-11,2.72E-11,-0.173506209,-0.526113558
1271,-0.285056901,-0.228560292,-0.008130498,-0.023053186,-6.30E-13,-0.285056901,8.03E-13,8.03E-13,-0.11366477,-0.042275697,-0.065637249,-0.059504258,-0.148583766,-0.163054768,-0.01464011,-0.189470131,-0.034227525,-0.12589534,-0.000754685,-0.513762037,-4.44E-16,-4.44E-16,-0.163054768,-0.452652791
1272,-0.521207355,-0.417907109,-0.008532861,-0.022245224,-8.54E-12,-0.521207355,-9.64E-12,-9.64E-12,-0.290691037,-0.04605089,-0.098649338,-0.137236388,-0.366242374,-0.304490986,-0.015947463,-0.346433381,-0.037284022,-0.30398485,-0.000822078,-0.930227982,-6.31E-12,-6.31E-12,-0.353958681,-0.13399698
1273,-0.337387317,-0.268221928,-0.010992836,-0.029321825,1.89E-12,-0.337387317,1.95E-12,1.95E-12,-0.073895958,-0.038446399,-0.038256315,-0.036666248,-0.101457518,-0.114039687,-0.009043923,-0.220366203,-0.031062953,-0.085527577,-0.000767222,-0.379949223,1.95E-12,1.95E-12,-0.114039687,-0.522210518
1274,-0.307880327,-0.246860249,-0.005757177,-0.015623506,4.69E-11,-0.307880327,4.78E-11,4.78E-11,-0.270080144,-0.045470502,-0.097406042,-0.121722686,-0.419261572,-0.303136682,-0.015746474,-0.204640287,-0.036814124,-0.351907043,-0.000811717,-0.895501836,6.42E-11,6.42E-11,-0.355861593,-0.237195451
1275,-0.382864218,-0.306982771,-0.008133087,-0.020473751,-8.95E-13,-0.382864218,-2.95E-12,-2.95E-12,-0.242266295,-0.047167647,-0.101041634,-0.111482468,-0.37079853,-0.30475862,-0.016334197,-0.254480187,-0.038188178,-0.312139812,-0.000842014,-0.84014041,-4.96E-12,-4.96E-12,-0.349512914,-0.333210702
1276,-1.609867088,-1.290800857,-0.027793803,-0.070155835,2.42E-12,-1.609867088,5.51E-14,5.51E-14,-0.315241468,-0.049027935,-0.105026706,-0.140371523,-0.497067212,-0.326852899,-0.016978416,-0.622205755,-0.039694316,-0.412245667,-0.000875223,-0.990364283,2.96E-12,2.96E-12,-0.392223478,-0.124437566
1277,-0.486698008,-0.385808014,-0.01918019,-0.049486788,3.06E-13,-0.486698008,-4.44E-16,-4.44E-16,-0.052391819,-0.044330526,-0.023916122,-0.023916122,-0.070169154,-0.078868679,-0.007136008,-0.288533942,-0.035797488,-0.060348256,6.35E-05,-0.401832719,2.78E-12,2.78E-12,-0.078868679,-0.608251972
1278,-0.752574302,-0.603418482,-0.016298547,-0.043960421,8.72E-11,-0.752574302,8.90E-11,8.90E-11,-0.179067051,-0.045656732,-0.09527834,-0.096915246,-0.217175898,-0.23504137,-0.015810965,-0.442999381,-0.036964901,-0.180051942,-0.000815041,-0.880084617,8.97E-11,8.97E-11,-0.23504137,-0.23782076
1279,-0.6480277,-0.519592404,-0.016944326,-0.047569264,-1.01E-12,-0.6480277,6.86E-12,6.86E-12,-0.156700736,-0.044640204,-0.088718304,-0.077782031,-0.204651209,-0.221013365,-0.015458941,-0.360202589,-0.036141893,-0.171590273,-0.000796895,-0.722165888,-2.05E-11,-2.05E-11,-0.222610445,-0.382740402
1280,-0.339701888,-0.272374963,-0.011203529,-0.028740977,-8.20E-13,-0.339701888,-1.81E-11,-1.81E-11,-0.09498176,-0.044782648,-0.053654345,-0.051452423,-0.121626453,-0.133772356,-0.013957613,-0.225791275,-0.036428102,-0.102817515,-0.000803206,-0.478683313,-8.21E-13,-8.21E-13,-0.133772356,-0.449108397
1281,-0.932194204,-0.747438771,-0.019801126,-0.055135331,-1.45E-11,-0.932194204,-1.78E-11,-1.78E-11,-0.172958085,-0.041981027,-0.088241302,-0.092485188,-0.210888404,-0.226122083,-0.014538065,-0.423174226,-0.033988953,-0.174870777,-0.000749425,-0.817227951,-2.35E-11,-2.35E-11,-0.228432833,-0.261121961
1282,-0.240911001,-0.193163851,-0.005185851,-0.014554812,5.10E-13,-0.240911001,5.36E-13,5.36E-13,-0.154427181,-0.042530167,-0.084799184,-0.086199163,-0.189473911,-0.205891325,-0.014728233,-0.160127465,-0.034433551,-0.158231986,-0.000759228,-0.707621922,-1.01E-12,-1.01E-12,-0.205891325,-0.328102732
1283,-0.243894891,-0.195556352,-0.006137989,-0.015738396,-1.19E-12,-0.243894891,-8.61E-13,-8.61E-13,-0.082543365,-0.047427204,-0.047896017,-0.047896017,-0.102182941,-0.111836249,-0.01546708,-0.162110782,-0.038398322,-0.085097782,-0.000846647,-0.723254928,1.08E-10,1.08E-10,-0.111836249,-0.442895943
1284,-0.968741793,-0.776742842,-0.017442604,-0.045376162,1.63E-11,-0.968741793,9.32E-12,9.32E-12,-0.06505817,-0.041152644,-0.040191543,-0.040191543,-0.078546576,-0.085219172,-0.014251196,-0.488512088,-0.033318272,-0.064319986,-0.000734637,-0.8171711,1.03E-11,1.03E-11,-0.085219172,-0.17720261
1285,-0.094105839,-0.075454613,-0.002905893,-0.007205985,-3.11E-12,-0.094105839,-3.07E-12,-3.07E-12,-0.07837007,-0.049323989,-0.041705071,-0.041705071,-0.100075228,-0.1106998,-0.013065925,-0.062549777,-0.040218992,-0.084675055,-0.000942224,-0.581392159,-3.13E-12,-3.13E-12,-0.1106998,-0.573372722
1286,-0.455301985,-0.365063798,-0.01197086,-0.031084326,3.43E-12,-0.455301985,8.39E-13,8.39E-13,-0.154297302,-0.049310329,-0.091266477,-0.082004369,-0.194263463,-0.2115316,-0.017076209,-0.302627744,-0.03992295,-0.162796394,-0.000880264,-0.732292084,-4.75E-12,-4.75E-12,-0.2115316,-0.398629916
1287,-0.376575856,-0.301940727,-0.005772465,-0.016512964,-5.60E-12,-0.376575856,-5.55E-12,-5.55E-12,-0.285653778,-0.042129955,-0.090249985,-0.131342302,-0.374100902,-0.280866367,-0.014589639,-0.250300472,-0.034109529,-0.31089117,-0.000752083,-0.851025091,-5.41E-12,-5.41E-12,-0.331852029,-0.102263147
1288,-0.733425089,-0.588064531,-0.020434208,-0.05228144,6.65E-13,-0.733425089,3.62E-12,3.62E-12,-0.124047178,-0.04958271,-0.074084088,-0.072342737,-0.151751872,-0.165322666,-0.017170535,-0.374038546,-0.040143477,-0.126344621,-0.000885126,-0.788507926,1.34E-11,1.34E-11,-0.165322666,-0.382496241
1289,-0.095779119,-0.076333473,-0.003098497,-0.008210634,-2.45E-12,-0.095779119,-2.64E-12,-2.64E-12,-0.064160779,-0.044461218,-0.029892213,-0.029892213,-0.085075916,-0.095262468,-0.008952832,-0.062878977,-0.035734838,-0.072794891,-0.000853388,-0.388408069,-2.64E-12,-2.64E-12,-0.095262468,-0.530468076
1290,-0.361133894,-0.289559271,-0.005100732,-0.013295893,-3.55E-15,-0.361133894,1.24E-14,1.24E-14,-0.324026949,-0.045758358,-0.09802268,-0.157810914,-0.392074271,-0.305055717,-0.015846158,-0.240036589,-0.03704718,-0.324590157,-0.000816856,-0.924318824,-5.58E-12,-5.58E-12,-0.360056728,-0.110852405
1291,-0.42822429,-0.343352743,-0.012542558,-0.035806381,2.48E-12,-0.42822429,5.92E-12,5.92E-12,-0.103989042,-0.04350649,-0.059077612,-0.056176835,-0.133382208,-0.146634022,-0.014348628,-0.284629883,-0.035224008,-0.11279639,-0.000776656,-0.56496847,2.40E-12,2.40E-12,-0.146634022,-0.49857653
1292,-1.115533802,-0.894441534,-0.025784299,-0.065576526,4.17E-11,-1.115533802,4.03E-11,4.03E-11,-0.215094296,-0.046349382,-0.099288762,-0.098584115,-0.311750772,-0.293455594,-0.016050831,-0.436980395,-0.037525689,-0.259817994,-0.000827406,-0.894368815,3.80E-11,3.80E-11,-0.321812022,-0.258265702
1293,-0.410678429,-0.329284369,-0.009225084,-0.024918844,2.58E-12,-0.410678429,2.11E-12,2.11E-12,-0.18570651,-0.043749671,-0.092066242,-0.091199034,-0.243431849,-0.247581278,-0.015150549,-0.272967592,-0.035420894,-0.203979325,-0.000780998,-0.740187194,-1.23E-11,-1.23E-11,-0.263735253,-0.3257531
1294,-0.744985813,-0.594866729,-0.023865843,-0.06099715,4.49E-13,-0.744985813,3.65E-13,3.65E-13,-0.071605209,-0.044876827,-0.040549173,-0.040549173,-0.089479095,-0.098267399,-0.013476149,-0.30650889,-0.036895318,-0.074742134,-0.000813507,-0.613042339,-8.85E-12,-8.85E-12,-0.098267399,-0.465594301
1295,-0.494874549,-0.396793311,-0.01258123,-0.03448805,-6.45E-13,-0.494874549,-2.74E-12,-2.74E-12,-0.021834529,-0.028781295,-0.012616056,-0.012616056,-0.027104234,-0.029715782,-0.005349504,-0.321093744,-0.025132192,-0.022377615,-0.000659636,-0.560896389,1.94E-11,1.94E-11,-0.029715782,-0.348836337
1296,-1.122920358,-0.900364118,-0.019174725,-0.049473695,-1.40E-11,-1.122920358,-1.56E-11,-1.56E-11,-0.285368233,-0.047286857,-0.101297002,-0.131024597,-0.372024352,-0.313389158,-0.016375479,-0.580774906,-0.038284693,-0.307890199,-0.000844142,-0.955194505,-1.68E-11,-1.68E-11,-0.364061232,-0.100791093
1297,-0.196016764,-0.157167389,-0.003098968,-0.008310489,-4.88E-13,-0.196016764,-3.60E-13,-3.60E-13,-0.314541107,-0.047405033,-0.101550156,-0.142562022,-0.464103771,-0.31603355,-0.016416403,-0.130287398,-0.038380371,-0.38882099,-0.000846251,-0.94968829,-5.75E-12,-5.75E-12,-0.374793794,-0.229579715
1298,-0.643024503,-0.515580811,-0.012681809,-0.033219544,1.61E-12,-0.643024503,1.55E-12,1.55E-12,-0.185543009,-0.045143579,-0.09531387,-0.105883671,-0.222821135,-0.24106066,-0.01563326,-0.427402166,-0.036549439,-0.184490694,-0.000805881,-0.884243221,-9.65E-13,-9.65E-13,-0.24106066,-0.222883314
1299,-0.162866864,-0.130587605,-0.004119436,-0.0110442,-3.03E-12,-0.162866864,-6.32E-13,-6.32E-13,-0.17692026,-0.050975003,-0.098796107,-0.089237604,-0.228364965,-0.246076883,-0.017652687,-0.108253496,-0.041270714,-0.192672288,-0.000909981,-0.757703207,-8.48E-12,-8.48E-12,-0.248552449,-0.440138101
1300,-0.721353623,-0.578385559,-0.018536024,-0.047523479,-9.21E-12,-0.721353623,-2.41E-11,-2.41E-11,-0.219884525,-0.050150525,-0.107431498,-0.097910741,-0.409421442,-0.325113186,-0.01736717,-0.433995622,-0.040603195,-0.346311927,-0.000895262,-0.903059613,-2.54E-11,-2.54E-11,-0.376007769,-0.348007959
1301,-0.351185701,-0.281582751,-0.007522252,-0.01968151,9.63E-13,-0.351185701,5.95E-12,5.95E-12,-0.155319337,-0.045558067,-0.089747371,-0.091919707,-0.188060909,-0.204071499,-0.015776797,-0.233424277,-0.036885019,-0.156296502,-0.00081328,-0.814581293,-2.95E-11,-2.95E-11,-0.204071499,-0.298962279
1302,-0.102410204,-0.082113102,-0.001981703,-0.00514938,2.84E-12,-0.102410204,2.30E-12,2.30E-12,-0.183829556,-0.04883744,-0.099466393,-0.109088104,-0.222310907,-0.241099358,-0.016912447,-0.06806948,-0.039540086,-0.18501559,-0.000871822,-0.906614757,1.05E-12,1.05E-12,-0.241099358,-0.336869065
1303,-0.464553176,-0.372481457,-0.009118992,-0.023913295,5.33E-15,-0.464553176,9.22E-13,9.22E-13,-0.227661557,-0.045491922,-0.097451926,-0.113134637,-0.284272372,-0.280226854,-0.015753891,-0.308776778,-0.036831466,-0.236607618,-0.000812099,-0.886322035,-3.80E-12,-3.80E-12,-0.301476973,-0.238088257
1304,-0.841108972,-0.674406099,-0.012591831,-0.033490043,2.21E-12,-0.841108972,1.38E-12,1.38E-12,-0.222694754,-0.044132402,-0.094539589,-0.133249072,-0.265390078,-0.272717373,-0.015283089,-0.559063916,-0.035730763,-0.21860156,-0.00078783,-0.891474516,1.55E-12,1.55E-12,-0.286319924,-0.096956907
1305,-0.170057364,-0.13635299,-0.00477285,-0.012441098,-5.09E-12,-0.170057364,-3.68E-12,-3.68E-12,-0.096603879,-0.043582157,-0.054172597,-0.053872501,-0.121034702,-0.132966649,-0.014211243,-0.11303284,-0.03528527,-0.101996909,-0.000778007,-0.541991633,-5.15E-12,-5.15E-12,-0.132966649,-0.459031628
1306,-0.275118267,-0.220591437,-0.008471114,-0.023032619,-4.55E-12,-0.275118267,-3.97E-12,-3.97E-12,-0.01531761,-0.021739579,-0.008144539,-0.008144539,-0.019611737,-0.021739579,-0.00313187,-0.182864172,-0.019611737,-0.016373346,-0.000757409,-0.501442151,-4.93E-12,-4.93E-12,-0.021739579,-0.469712549
1307,-0.501014093,-0.401716033,-0.009829771,-0.025025085,-3.84E-12,-0.501014093,-3.13E-12,-3.13E-12,-0.196877289,-0.04524285,-0.095795747,-0.107059366,-0.239881838,-0.251794238,-0.015667638,-0.333011429,-0.036629811,-0.199432693,-0.000807653,-0.839114553,-3.42E-12,-3.42E-12,-0.25988679,-0.286967762
1308,-0.665732948,-0.533788576,-0.009592502,-0.024759433,6.47E-12,-0.665732948,7.63E-12,7.63E-12,-0.369028209,-0.047482476,-0.101716054,-0.16432182,-0.60650527,-0.316549843,-0.016443222,-0.442495897,-0.038443072,-0.504955393,-0.000847634,-0.959146023,9.19E-12,9.19E-12,-0.379859811,-0.120068461
1309,-0.528311351,-0.423603135,-0.007069329,-0.019877286,8.69E-13,-0.528311351,6.72E-13,6.72E-13,-0.31221022,-0.042097101,-0.090179606,-0.152789944,-0.375959834,-0.28064734,-0.014578262,-0.351155228,-0.034082929,-0.310699936,-0.000751497,-0.850361441,2.84E-12,2.84E-12,-0.333693925,-0.10781595
1310,-0.224350909,-0.179885873,-0.004307786,-0.01150244,1.68E-12,-0.224350909,9.25E-13,9.25E-13,-0.225019485,-0.044419237,-0.095154042,-0.115236153,-0.27897556,-0.271243886,-0.01538242,-0.14912039,-0.035962992,-0.232918637,-0.00079295,-0.852252702,3.60E-12,3.60E-12,-0.293080602,-0.314274983
1311,-0.145112333,-0.116351918,-0.002353314,-0.006122485,-1.14E-13,-0.145112333,1.93E-13,1.93E-13,-0.095530269,-0.043866682,-0.05947362,-0.05947362,-0.114928798,-0.124500781,-0.01519107,-0.096452507,-0.035515629,-0.094269646,-0.000783086,-0.885233868,-3.72E-12,-3.72E-12,-0.124500781,-0.167514543
1312,-0.801046282,-0.642283599,-0.01859464,-0.048882859,3.91E-13,-0.801046282,4.57E-12,4.57E-12,-0.114798294,-0.047635704,-0.069844383,-0.069844383,-0.139422136,-0.151526015,-0.016496285,-0.42492893,-0.03856713,-0.115290004,-0.000850369,-0.874385781,5.99E-12,5.99E-12,-0.151526015,-0.314425813
1313,-0.081297049,-0.06518445,-0.002745523,-0.007395974,-5.51E-14,-0.081297049,-2.16E-12,-2.16E-12,-0.056447576,-0.042405771,-0.026462734,-0.026462734,-0.074981463,-0.084030248,-0.00829038,-0.054036098,-0.034458832,-0.064486576,-0.000292045,-0.382810492,-3.67E-12,-3.67E-12,-0.084030248,-0.549373575
1314,-0.236973525,-0.19000676,-0.006056466,-0.016206809,-3.07E-12,-0.236973525,-4.05E-12,-4.05E-12,-0.029897133,-0.035909216,-0.01681959,-0.01681959,-0.037487769,-0.041242919,-0.006923181,-0.157510325,-0.030456845,-0.031127141,-0.000747926,-0.566238313,-6.64E-12,-6.64E-12,-0.041242919,-0.421331464
